XR	start	end	chr
XR_002639485.1	650873	652064	NC_035784.1
XR_002639417.1	690305	693794	NC_035784.1
XR_002639286.1	1286623	1301666	NC_035784.1
XR_002639283.1	1294955	1296719	NC_035784.1
XR_002639938.1	2095215	2096857	NC_035784.1
XR_002633618.1	2098162	2100648	NC_035784.1
XR_002633628.1	2103523	2110512	NC_035784.1
XR_002639604.1	2489665	2490406	NC_035784.1
XR_002639437.1	2956024	2962035	NC_035784.1
XR_002639438.1	2963606	2967544	NC_035784.1
XR_002639436.1	2980052	2982718	NC_035784.1
XR_002639207.1	3011470	3016808	NC_035784.1
XR_002640015.1	3163216	3163907	NC_035784.1
XR_002639585.1	3975364	3976009	NC_035784.1
XR_002639595.1	4263979	4266393	NC_035784.1
XR_002639821.1	4695030	4696577	NC_035784.1
XR_002639701.1	4985209	4987553	NC_035784.1
XR_002639923.1	5089303	5090837	NC_035784.1
XR_002639908.1	5248866	5250914	NC_035784.1
XR_002640009.1	5273833	5274823	NC_035784.1
XR_002639452.1	5278600	5279227	NC_035784.1
XR_002639175.1	5710817	5712729	NC_035784.1
XR_002639394.1	5732446	5732860	NC_035784.1
XR_002639144.1	6622309	6626041	NC_035784.1
XR_002639559.1	6730035	6735892	NC_035784.1
XR_002639558.1	6740555	6742717	NC_035784.1
XR_002639562.1	6766406	6768430	NC_035784.1
XR_002639911.1	7277932	7278364	NC_035784.1
XR_002639217.1	7336410	7338380	NC_035784.1
XR_002639306.1	7384599	7390411	NC_035784.1
XR_002639951.1	7739330	7740451	NC_035784.1
XR_002639858.1	7758184	7760626	NC_035784.1
XR_002639861.1	7776655	7778589	NC_035784.1
XR_002639954.1	8215031	8216311	NC_035784.1
XR_002639481.1	8420403	8421535	NC_035784.1
XR_002639579.1	8440142	8443406	NC_035784.1
XR_002639124.1	8700578	8701091	NC_035784.1
XR_002639352.1	9006020	9007019	NC_035784.1
XR_002639378.1	9125859	9126386	NC_035784.1
XR_002639454.1	9146941	9147428	NC_035784.1
XR_002639395.1	9153084	9153583	NC_035784.1
XR_002639369.1	9160778	9161309	NC_035784.1
XR_002639299.1	9165538	9166126	NC_035784.1
XR_002639255.1	9171533	9172168	NC_035784.1
XR_002639427.1	9175284	9175749	NC_035784.1
XR_002639375.1	9184855	9185341	NC_035784.1
XR_002639164.1	9200495	9202253	NC_035784.1
XR_002639292.1	9217553	9219302	NC_035784.1
XR_002633627.1	9300548	9303473	NC_035784.1
XR_002633626.1	9317231	9319689	NC_035784.1
XR_002639986.1	9355013	9361377	NC_035784.1
XR_002639261.1	9595674	9597447	NC_035784.1
XR_002639260.1	9597649	9599708	NC_035784.1
XR_002639448.1	9901105	9908134	NC_035784.1
XR_002639323.1	9966950	9969872	NC_035784.1
XR_002639172.1	10619898	10622034	NC_035784.1
XR_002639171.1	10625083	10625725	NC_035784.1
XR_002640030.1	10716268	10716869	NC_035784.1
XR_002639868.1	10723488	10725026	NC_035784.1
XR_002639132.1	10747847	10749625	NC_035784.1
XR_002639151.1	10839251	10840663	NC_035784.1
XR_002639837.1	11067630	11068649	NC_035784.1
XR_002639201.1	11354007	11355191	NC_035784.1
XR_002639202.1	11355215	11355808	NC_035784.1
XR_002639203.1	11373404	11378662	NC_035784.1
XR_002639199.1	11603633	11606545	NC_035784.1
XR_002639200.1	11643215	11644344	NC_035784.1
XR_002639193.1	11650722	11653161	NC_035784.1
XR_002639196.1	11761176	11762532	NC_035784.1
XR_002639197.1	11768656	11769810	NC_035784.1
XR_002639195.1	11780668	11782918	NC_035784.1
XR_002639198.1	11792618	11793492	NC_035784.1
XR_002639447.1	12323808	12325896	NC_035784.1
XR_002639280.1	12840577	12841299	NC_035784.1
XR_002639972.1	12887533	12891032	NC_035784.1
XR_002639597.1	13071246	13072306	NC_035784.1
XR_002639830.1	13150046	13155563	NC_035784.1
XR_002639308.1	13161938	13168648	NC_035784.1
XR_002633650.1	13297758	13307850	NC_035784.1
XR_002639329.1	13349884	13354411	NC_035784.1
XR_002639384.1	13694333	13694958	NC_035784.1
XR_002639832.1	13753633	13754556	NC_035784.1
XR_002639833.1	13772987	13778793	NC_035784.1
XR_002639941.1	13800881	13801517	NC_035784.1
XR_002640003.1	13925339	13932272	NC_035784.1
XR_002640006.1	13998314	13999187	NC_035784.1
XR_002639998.1	14010096	14010852	NC_035784.1
XR_002639999.1	14571209	14572495	NC_035784.1
XR_002640013.1	14762311	14766697	NC_035784.1
XR_002639839.1	15244920	15249991	NC_035784.1
XR_002639293.1	15482091	15491921	NC_035784.1
XR_002639441.1	15821490	15828429	NC_035784.1
XR_002639440.1	15920201	15921096	NC_035784.1
XR_002639316.1	16389319	16395004	NC_035784.1
XR_002639958.1	17547445	17550455	NC_035784.1
XR_002639888.1	17768197	17772256	NC_035784.1
XR_002639875.1	17860859	17866390	NC_035784.1
XR_002639950.1	17971630	17974226	NC_035784.1
XR_002633654.1	18250988	18252555	NC_035784.1
XR_002639296.1	18349394	18354018	NC_035784.1
XR_002639673.1	18804766	18829838	NC_035784.1
XR_002639763.1	19221161	19228333	NC_035784.1
XR_002639686.1	19665981	19671975	NC_035784.1
XR_002639953.1	19814830	19816437	NC_035784.1
XR_002639387.1	20136413	20138170	NC_035784.1
XR_002639898.1	20983716	20990176	NC_035784.1
XR_002640007.1	21603388	21608041	NC_035784.1
XR_002633659.1	22125170	22127850	NC_035784.1
XR_002639182.1	22151268	22152524	NC_035784.1
XR_002639376.1	22250559	22253160	NC_035784.1
XR_002639377.1	22254855	22257323	NC_035784.1
XR_002639246.1	22346185	22355278	NC_035784.1
XR_002639827.1	22398091	22399781	NC_035784.1
XR_002639307.1	23528290	23529346	NC_035784.1
XR_002639894.1	23610554	23611861	NC_035784.1
XR_002639147.1	23653796	23660586	NC_035784.1
XR_002639712.1	24296488	24300573	NC_035784.1
XR_002639227.1	24408028	24409558	NC_035784.1
XR_002639140.1	24413949	24416230	NC_035784.1
XR_002639318.1	24416947	24417881	NC_035784.1
XR_002639250.1	24421248	24425227	NC_035784.1
XR_002639382.1	24549796	24555489	NC_035784.1
XR_002639793.1	24995878	24998521	NC_035784.1
XR_002639294.1	25046796	25048319	NC_035784.1
XR_002633631.1	25177350	25179832	NC_035784.1
XR_002633630.1	25207753	25209136	NC_035784.1
XR_002640037.1	25881031	25882836	NC_035784.1
XR_002639904.1	26004085	26005395	NC_035784.1
XR_002639903.1	26005514	26007050	NC_035784.1
XR_002639902.1	26007038	26009817	NC_035784.1
XR_002639906.1	26011748	26013485	NC_035784.1
XR_002639940.1	26165608	26167843	NC_035784.1
XR_002639277.1	26596553	26599044	NC_035784.1
XR_002639276.1	26980724	26983269	NC_035784.1
XR_002639601.1	27333749	27337244	NC_035784.1
XR_002639963.1	27387875	27396738	NC_035784.1
XR_002639174.1	27435422	27437720	NC_035784.1
XR_002639637.1	27728958	27730725	NC_035784.1
XR_002639612.1	28107133	28108371	NC_035784.1
XR_002639412.1	28787504	28793525	NC_035784.1
XR_002639491.1	29120059	29120791	NC_035784.1
XR_002639644.1	29576023	29576289	NC_035784.1
XR_002639287.1	29725026	29727549	NC_035784.1
XR_002639613.1	29851875	29855271	NC_035784.1
XR_002640040.1	30019295	30021240	NC_035784.1
XR_002639836.1	30102025	30105441	NC_035784.1
XR_002639991.1	30119929	30124049	NC_035784.1
XR_002639291.1	30378380	30381321	NC_035784.1
XR_002639536.1	30463932	30464601	NC_035784.1
XR_002639584.1	30630840	30633566	NC_035784.1
XR_002639490.1	30744210	30744460	NC_035784.1
XR_002639244.1	31326575	31331501	NC_035784.1
XR_002639322.1	31331592	31332872	NC_035784.1
XR_002639596.1	31536473	31540649	NC_035784.1
XR_002639136.1	32210463	32211893	NC_035784.1
XR_002639846.1	32538777	32549929	NC_035784.1
XR_002639551.1	32779219	32781130	NC_035784.1
XR_002639775.1	33585578	33589388	NC_035784.1
XR_002639366.1	34108003	34123618	NC_035784.1
XR_002639365.1	34132613	34135465	NC_035784.1
XR_002639163.1	35130442	35133677	NC_035784.1
XR_002639303.1	35899344	35903907	NC_035784.1
XR_002639890.1	37830668	37832766	NC_035784.1
XR_002633633.1	38312962	38323243	NC_035784.1
XR_002639729.1	38661761	38664568	NC_035784.1
XR_002639728.1	38696679	38697776	NC_035784.1
XR_002639732.1	38711197	38712285	NC_035784.1
XR_002639731.1	38713858	38714636	NC_035784.1
XR_002639730.1	38747273	38749585	NC_035784.1
XR_002639709.1	39268192	39269047	NC_035784.1
XR_002639838.1	39474600	39485759	NC_035784.1
XR_002639525.1	39746780	39747284	NC_035784.1
XR_002639789.1	39896948	39898230	NC_035784.1
XR_002640014.1	39958674	39960064	NC_035784.1
XR_002633653.1	40114942	40117956	NC_035784.1
XR_002639177.1	40940141	40940469	NC_035784.1
XR_002639480.1	40953152	40953566	NC_035784.1
XR_002639935.1	41129223	41133180	NC_035784.1
XR_002639374.1	41136173	41139720	NC_035784.1
XR_002639180.1	41373512	41375811	NC_035784.1
XR_002639765.1	41694292	41696651	NC_035784.1
XR_002639867.1	41806534	41808851	NC_035784.1
XR_002639866.1	41809261	41812537	NC_035784.1
XR_002639799.1	41862438	41866097	NC_035784.1
XR_002640018.1	41877892	41879910	NC_035784.1
XR_002639870.1	42218530	42221822	NC_035784.1
XR_002640023.1	42458533	42459975	NC_035784.1
XR_002639326.1	42748414	42749534	NC_035784.1
XR_002639396.1	42768559	42776595	NC_035784.1
XR_002639314.1	42980909	42984966	NC_035784.1
XR_002639358.1	43112118	43114548	NC_035784.1
XR_002639239.1	43773587	43784203	NC_035784.1
XR_002639233.1	43998658	44005037	NC_035784.1
XR_002639242.1	44005102	44006714	NC_035784.1
XR_002639251.1	44058251	44058969	NC_035784.1
XR_002633621.1	44209878	44215692	NC_035784.1
XR_002639320.1	44222936	44224199	NC_035784.1
XR_002639319.1	44224236	44225847	NC_035784.1
XR_002639648.1	44234094	44248332	NC_035784.1
XR_002639652.1	44317475	44319073	NC_035784.1
XR_002639656.1	44325650	44327464	NC_035784.1
XR_002639658.1	44330207	44334616	NC_035784.1
XR_002639657.1	44340808	44343342	NC_035784.1
XR_002639659.1	44347233	44349779	NC_035784.1
XR_002639655.1	44416204	44446337	NC_035784.1
XR_002639988.1	44475155	44478989	NC_035784.1
XR_002639247.1	44590677	44593259	NC_035784.1
XR_002639356.1	44801281	44804264	NC_035784.1
XR_002639526.1	44833582	44834893	NC_035784.1
XR_002639212.1	44952012	44953633	NC_035784.1
XR_002639249.1	45018845	45019309	NC_035784.1
XR_002639961.1	45035723	45037910	NC_035784.1
XR_002639446.1	45244373	45246065	NC_035784.1
XR_002640036.1	45516818	45522704	NC_035784.1
XR_002640039.1	45524308	45527991	NC_035784.1
XR_002639403.1	45533667	45534528	NC_035784.1
XR_002639129.1	45538205	45540148	NC_035784.1
XR_002639929.1	45548790	45554932	NC_035784.1
XR_002639254.1	45627077	45627392	NC_035784.1
XR_002639529.1	45730080	45851223	NC_035784.1
XR_002639530.1	45773069	45773845	NC_035784.1
XR_002639531.1	45862172	45866720	NC_035784.1
XR_002639500.1	45980206	45986395	NC_035784.1
XR_002639492.1	46011831	46028286	NC_035784.1
XR_002639496.1	46054778	46074647	NC_035784.1
XR_002639502.1	46173856	46180522	NC_035784.1
XR_002640029.1	46245235	46247854	NC_035784.1
XR_002639758.1	46530933	46532104	NC_035784.1
XR_002639599.1	46912033	46915726	NC_035784.1
XR_002639979.1	47240290	47244772	NC_035784.1
XR_002639367.1	47390663	47396142	NC_035784.1
XR_002639125.1	47403983	47408115	NC_035784.1
XR_002639668.1	47705273	47735213	NC_035784.1
XR_002639309.1	47911099	47914354	NC_035784.1
XR_002639706.1	48071637	48072477	NC_035784.1
XR_002639705.1	48368043	48368883	NC_035784.1
XR_002639841.1	48734655	48735872	NC_035784.1
XR_002640001.1	48745869	48746574	NC_035784.1
XR_002640017.1	48781202	48782181	NC_035784.1
XR_002639385.1	49015628	49017829	NC_035784.1
XR_002639386.1	49020100	49023262	NC_035784.1
XR_002639148.1	49031706	49033736	NC_035784.1
XR_002639425.1	49166041	49166449	NC_035784.1
XR_002639473.1	49232269	49234970	NC_035784.1
XR_002633660.1	49319924	49321645	NC_035784.1
XR_002639169.1	49360726	49364895	NC_035784.1
XR_002639381.1	49382475	49385261	NC_035784.1
XR_002639380.1	49389440	49393353	NC_035784.1
XR_002639442.1	49581380	49591682	NC_035784.1
XR_002639482.1	49856379	49858567	NC_035784.1
XR_002639669.1	49995852	49998845	NC_035784.1
XR_002639444.1	50066448	50074329	NC_035784.1
XR_002639443.1	50074367	50078043	NC_035784.1
XR_002639471.1	50323665	50326091	NC_035784.1
XR_002639231.1	50585956	50597604	NC_035784.1
XR_002639787.1	50785186	50788988	NC_035784.1
XR_002639568.1	51469324	51470328	NC_035784.1
XR_002639570.1	51513816	51516744	NC_035784.1
XR_002639569.1	51519863	51524326	NC_035784.1
XR_002639567.1	51579467	51581259	NC_035784.1
XR_002639390.1	51805938	51807807	NC_035784.1
XR_002639773.1	51931378	51934203	NC_035784.1
XR_002639691.1	52052765	52055305	NC_035784.1
XR_002639690.1	52058887	52066227	NC_035784.1
XR_002640011.1	52083379	52088038	NC_035784.1
XR_002639692.1	52211857	52214886	NC_035784.1
XR_002639892.1	52362805	52363625	NC_035784.1
XR_002639893.1	52365838	52366301	NC_035784.1
XR_002639576.1	54172737	54179557	NC_035784.1
XR_002639588.1	54411984	54414085	NC_035784.1
XR_002639962.1	54728749	54730806	NC_035784.1
XR_002633643.1	56413244	56415696	NC_035784.1
XR_002639269.1	56453962	56455097	NC_035784.1
XR_002639270.1	56455326	56457114	NC_035784.1
XR_002639977.1	56543430	56544173	NC_035784.1
XR_002639426.1	56833134	56833778	NC_035784.1
XR_002639150.1	56898525	56900685	NC_035784.1
XR_002639243.1	57204951	57214976	NC_035784.1
XR_002639927.1	57280216	57282938	NC_035784.1
XR_002639925.1	57293165	57295882	NC_035784.1
XR_002639211.1	57307319	57310225	NC_035784.1
XR_002639630.1	57512117	57513177	NC_035784.1
XR_002639343.1	58779941	58786642	NC_035784.1
XR_002639860.1	58805136	58806289	NC_035784.1
XR_002639449.1	59034194	59036727	NC_035784.1
XR_002639505.1	59173732	59175071	NC_035784.1
XR_002639453.1	59223106	59225456	NC_035784.1
XR_002639879.1	59325572	59326290	NC_035784.1
XR_002639421.1	59454684	59455621	NC_035784.1
XR_002639995.1	59648906	59650477	NC_035784.1
XR_002639478.1	59805160	59806739	NC_035784.1
XR_002639944.1	60640567	60642200	NC_035784.1
XR_002639945.1	60660055	60661710	NC_035784.1
XR_002639943.1	60680007	60681670	NC_035784.1
XR_002639435.1	60808147	60811265	NC_035784.1
XR_002639761.1	61287869	61292220	NC_035784.1
XR_002640004.1	61294180	61294507	NC_035784.1
XR_002639445.1	61325075	61325748	NC_035784.1
XR_002639346.1	61784979	61790591	NC_035784.1
XR_002640026.1	61835285	61840729	NC_035784.1
XR_002639949.1	61967303	61968107	NC_035784.1
XR_002639245.1	62187934	62190679	NC_035784.1
XR_002639362.1	62286183	62287994	NC_035784.1
XR_002640008.1	62416564	62419568	NC_035784.1
XR_002639470.1	62449873	62456960	NC_035784.1
XR_002639210.1	62593754	62594867	NC_035784.1
XR_002639740.1	63064921	63066137	NC_035784.1
XR_002639739.1	63125962	63134002	NC_035784.1
XR_002639973.1	63539362	63546959	NC_035784.1
XR_002639391.1	63583461	63584510	NC_035784.1
XR_002639392.1	63587452	63589568	NC_035784.1
XR_002639891.1	64861117	64894363	NC_035784.1
XR_002639515.1	65028522	65031917	NC_035784.1
XR_002639516.1	65069504	65070131	NC_035784.1
XR_002639327.1	65511803	65512681	NC_035784.1
XR_002639680.1	66014593	66015538	NC_035784.1
XR_002639679.1	66016079	66019705	NC_035784.1
XR_002639580.1	66054644	66068279	NC_035784.1
XR_002639474.1	66893973	66895351	NC_035784.1
XR_002639475.1	66895680	66897145	NC_035784.1
XR_002639476.1	66908979	66910564	NC_035784.1
XR_002639477.1	67168146	67169507	NC_035784.1
XR_002639133.1	67222026	67223595	NC_035784.1
XR_002633647.1	68274910	68276348	NC_035784.1
XR_002639422.1	68436407	68452214	NC_035784.1
XR_002639423.1	68457892	68460245	NC_035784.1
XR_002639424.1	68480029	68480974	NC_035784.1
XR_002633652.1	69071898	69092870	NC_035784.1
XR_002639628.1	69415423	69417317	NC_035784.1
XR_002633620.1	70086964	70089027	NC_035784.1
XR_002639790.1	70410614	70412304	NC_035784.1
XR_002640019.1	71252779	71253978	NC_035784.1
XR_002633624.1	71423149	71426269	NC_035784.1
XR_002639156.1	71427598	71429073	NC_035784.1
XR_002639433.1	71448655	71449534	NC_035784.1
XR_002639257.1	71473301	71474310	NC_035784.1
XR_002639317.1	71481050	71481924	NC_035784.1
XR_002639507.1	71488633	71489562	NC_035784.1
XR_002639153.1	71497844	71498753	NC_035784.1
XR_002639152.1	71514608	71515517	NC_035784.1
XR_002639428.1	71522200	71523209	NC_035784.1
XR_002639295.1	71525776	71526651	NC_035784.1
XR_002639479.1	71533359	71534373	NC_035784.1
XR_002639315.1	71543009	71543809	NC_035784.1
XR_002639154.1	71545836	71547507	NC_035784.1
XR_002639434.1	71552474	71553273	NC_035784.1
XR_002639578.1	71559545	71560106	NC_035784.1
XR_002633648.1	71568239	71577843	NC_035784.1
XR_002633649.1	71572162	71572965	NC_035784.1
XR_002639694.1	71582783	71583477	NC_035784.1
XR_002640016.1	71736709	71738961	NC_035784.1
XR_002639791.1	71755902	71756927	NC_035784.1
XR_002639344.1	71822236	71826299	NC_035784.1
XR_002639638.1	72171751	72172625	NC_035784.1
XR_002639472.1	72853500	72854137	NC_035784.1
XR_002639984.1	72856195	72856705	NC_035784.1
XR_002639361.1	72923334	72926207	NC_035784.1
XR_002639368.1	72986145	72989171	NC_035784.1
XR_002639161.1	73968291	73974852	NC_035784.1
XR_002639388.1	74059977	74063700	NC_035784.1
XR_002639885.1	74291157	74296288	NC_035784.1
XR_002639272.1	74499847	74502897	NC_035784.1
XR_002639351.1	74631477	74634609	NC_035784.1
XR_002639674.1	74766904	74783509	NC_035784.1
XR_002639876.1	74802426	74806726	NC_035784.1
XR_002633622.1	74823583	74828800	NC_035784.1
XR_002640020.1	75018562	75019615	NC_035784.1
XR_002639160.1	75346621	75355388	NC_035784.1
XR_002639176.1	75417359	75419113	NC_035784.1
XR_002639889.1	75538126	75544724	NC_035784.1
XR_002639593.1	75774543	75775703	NC_035784.1
XR_002639248.1	75810733	75814405	NC_035784.1
XR_002639371.1	75909765	75911592	NC_035784.1
XR_002633629.1	75942175	75944332	NC_035784.1
XR_002639538.1	76354975	76358658	NC_035784.1
XR_002639985.1	76699852	76709713	NC_035784.1
XR_002639948.1	76783343	76787768	NC_035784.1
XR_002639997.1	76980976	76982526	NC_035784.1
XR_002639262.1	77064586	77069462	NC_035784.1
XR_002639806.1	77346098	77356452	NC_035784.1
XR_002639854.1	78751275	78758872	NC_035784.1
XR_002639960.1	78791230	78801605	NC_035784.1
XR_002639959.1	78798229	78800276	NC_035784.1
XR_002639912.1	78831050	78840155	NC_035784.1
XR_002639707.1	79476966	79478305	NC_035784.1
XR_002639165.1	79520510	79523469	NC_035784.1
XR_002639135.1	79791087	79795021	NC_035784.1
XR_002639325.1	79796045	79797129	NC_035784.1
XR_002639552.1	79925256	79926567	NC_035784.1
XR_002639556.1	79935966	79952952	NC_035784.1
XR_002639555.1	80028828	80030089	NC_035784.1
XR_002639554.1	80036197	80038125	NC_035784.1
XR_002639553.1	80052134	80053215	NC_035784.1
XR_002633644.1	80101748	80103368	NC_035784.1
XR_002639432.1	80139645	80145272	NC_035784.1
XR_002639228.1	80290597	80291557	NC_035784.1
XR_002639310.1	80590083	80591109	NC_035784.1
XR_002639162.1	80758876	80762764	NC_035784.1
XR_002639980.1	81095847	81099159	NC_035784.1
XR_002639920.1	81151139	81155479	NC_035784.1
XR_002639337.1	81157413	81161455	NC_035784.1
XR_002639335.1	81159864	81167563	NC_035784.1
XR_002639336.1	81163109	81181463	NC_035784.1
XR_002639334.1	81169747	81172199	NC_035784.1
XR_002639878.1	81514731	81517302	NC_035784.1
XR_002639521.1	81839008	81870924	NC_035784.1
XR_002639524.1	81960994	81963765	NC_035784.1
XR_002639354.1	82909974	82924821	NC_035784.1
XR_002633661.1	82980406	82985903	NC_035784.1
XR_002639127.1	83178695	83208849	NC_035784.1
XR_002639158.1	83262033	83264062	NC_035784.1
XR_002639461.1	83649811	83652306	NC_035784.1
XR_002639874.1	83975218	83977509	NC_035784.1
XR_002639672.1	84239149	84240745	NC_035784.1
XR_002639671.1	84282508	84284040	NC_035784.1
XR_002639719.1	84320413	84323596	NC_035784.1
XR_002639383.1	84446137	84447818	NC_035784.1
XR_002639852.1	84518966	84519717	NC_035784.1
XR_002639455.1	84584183	84584693	NC_035784.1
XR_002639606.1	84886332	84901307	NC_035784.1
XR_002639887.1	85261423	85274156	NC_035784.1
XR_002639301.1	85307123	85316438	NC_035784.1
XR_002639300.1	85313436	85324910	NC_035784.1
XR_002640021.1	85477054	85479103	NC_035784.1
XR_002639895.1	85632416	85634214	NC_035784.1
XR_002639289.1	86158909	86187193	NC_035784.1
XR_002639877.1	86197969	86205224	NC_035784.1
XR_002639805.1	86695429	86699457	NC_035784.1
XR_002639952.1	86958650	86961240	NC_035784.1
XR_002639708.1	87784461	87786500	NC_035784.1
XR_002639819.1	87970264	87972072	NC_035784.1
XR_002639633.1	88303139	88333348	NC_035784.1
XR_002639359.1	88350247	88352531	NC_035784.1
XR_002639123.1	88400940	88401662	NC_035784.1
XR_002639564.1	88701577	88703499	NC_035784.1
XR_002639635.1	88921339	88922318	NC_035784.1
XR_002639636.1	88925527	88927113	NC_035784.1
XR_002639546.1	89190839	89199277	NC_035784.1
XR_002639714.1	90071405	90073894	NC_035784.1
XR_002639338.1	90499764	90505224	NC_035784.1
XR_002639930.1	90734731	90743190	NC_035784.1
XR_002639608.1	91488209	91489429	NC_035784.1
XR_002639609.1	91650921	91651893	NC_035784.1
XR_002639610.1	91663246	91664939	NC_035784.1
XR_002639611.1	91799366	91799947	NC_035784.1
XR_002639859.1	92229712	92259620	NC_035784.1
XR_002639695.1	92268401	92276928	NC_035784.1
XR_002639696.1	92276919	92287829	NC_035784.1
XR_002639170.1	92295924	92300310	NC_035784.1
XR_002639974.1	92773780	92775042	NC_035784.1
XR_002639399.1	93077843	93091154	NC_035784.1
XR_002639662.1	94497169	94503422	NC_035784.1
XR_002639663.1	94508332	94510239	NC_035784.1
XR_002639863.1	94675665	94676885	NC_035784.1
XR_002639864.1	94677270	94678868	NC_035784.1
XR_002639544.1	94810609	94813497	NC_035784.1
XR_002639510.1	94952074	94988677	NC_035784.1
XR_002633634.1	95458147	95463418	NC_035784.1
XR_002633642.1	95577726	95580725	NC_035784.1
XR_002639149.1	95725909	95726757	NC_035784.1
XR_002639592.1	96519386	96520987	NC_035784.1
XR_002639759.1	96559154	96560718	NC_035784.1
XR_002639225.1	97210571	97215948	NC_035784.1
XR_002639224.1	97368742	97369555	NC_035784.1
XR_002639221.1	97373675	97374970	NC_035784.1
XR_002639223.1	97461729	97464552	NC_035784.1
XR_002639222.1	98376681	98384901	NC_035784.1
XR_002639226.1	98629600	98635764	NC_035784.1
XR_002640034.1	98695084	98695282	NC_035784.1
XR_002633804.1	327117	330882	NC_035785.1
XR_002634080.1	1177206	1178326	NC_035785.1
XR_002633917.1	1357939	1358342	NC_035785.1
XR_002633881.1	1367057	1369065	NC_035785.1
XR_002633680.1	1437494	1444882	NC_035785.1
XR_002634304.1	1455598	1471669	NC_035785.1
XR_002633800.1	1506252	1550342	NC_035785.1
XR_002634233.1	1578979	1582010	NC_035785.1
XR_002633907.1	1612132	1627199	NC_035785.1
XR_002634370.1	1656947	1671720	NC_035785.1
XR_002633922.1	1706078	1710760	NC_035785.1
XR_002633793.1	1751859	1754772	NC_035785.1
XR_002633890.1	1859513	1861917	NC_035785.1
XR_002633892.1	2056757	2059060	NC_035785.1
XR_002633893.1	2075146	2078992	NC_035785.1
XR_002634143.1	2490835	2492908	NC_035785.1
XR_002634144.1	2524214	2526207	NC_035785.1
XR_002634146.1	2777583	2782196	NC_035785.1
XR_002634138.1	2792778	2793911	NC_035785.1
XR_002634148.1	2810405	2811637	NC_035785.1
XR_002634145.1	2853003	2854275	NC_035785.1
XR_002634142.1	2870667	2876585	NC_035785.1
XR_002634139.1	3007600	3010027	NC_035785.1
XR_002634147.1	3040291	3042869	NC_035785.1
XR_002633671.1	3108831	3111093	NC_035785.1
XR_002634432.1	3120738	3123321	NC_035785.1
XR_002633847.1	3441307	3446649	NC_035785.1
XR_002633670.1	3451093	3452406	NC_035785.1
XR_002634175.1	3661112	3663700	NC_035785.1
XR_002634084.1	3716132	3732309	NC_035785.1
XR_002634089.1	3869397	3871290	NC_035785.1
XR_002634088.1	3883835	3885049	NC_035785.1
XR_002634087.1	3885352	3889073	NC_035785.1
XR_002634380.1	4107259	4109728	NC_035785.1
XR_002634189.1	4220892	4221933	NC_035785.1
XR_002633871.1	5171429	5175686	NC_035785.1
XR_002633727.1	5216298	5217046	NC_035785.1
XR_002633675.1	5407027	5409229	NC_035785.1
XR_002634458.1	5641714	5643331	NC_035785.1
XR_002633832.1	5694037	5696319	NC_035785.1
XR_002633834.1	5699040	5699896	NC_035785.1
XR_002634381.1	5802077	5811730	NC_035785.1
XR_002634451.1	6037575	6039124	NC_035785.1
XR_002633723.1	6097409	6099410	NC_035785.1
XR_002633741.1	6188209	6196653	NC_035785.1
XR_002633791.1	6227948	6230876	NC_035785.1
XR_002633669.1	6488385	6491363	NC_035785.1
XR_002634135.1	6613595	6617319	NC_035785.1
XR_002634356.1	6848683	6849514	NC_035785.1
XR_002634361.1	6932744	6933162	NC_035785.1
XR_002634358.1	7051905	7054859	NC_035785.1
XR_002634352.1	7063788	7067401	NC_035785.1
XR_002634357.1	7070634	7075330	NC_035785.1
XR_002634351.1	7080584	7083537	NC_035785.1
XR_002634354.1	7197134	7198892	NC_035785.1
XR_002634355.1	7766972	7768174	NC_035785.1
XR_002634360.1	7768240	7769951	NC_035785.1
XR_002633797.1	8341685	8343614	NC_035785.1
XR_002633786.1	8447277	8452001	NC_035785.1
XR_002634270.1	8486119	8490666	NC_035785.1
XR_002634302.1	8613190	8615746	NC_035785.1
XR_002634266.1	9399793	9400963	NC_035785.1
XR_002634267.1	9544278	9545876	NC_035785.1
XR_002634264.1	9587297	9590630	NC_035785.1
XR_002633700.1	9615776	9616403	NC_035785.1
XR_002634275.1	9864450	9867665	NC_035785.1
XR_002633724.1	9927575	9929919	NC_035785.1
XR_002634052.1	9971251	9971981	NC_035785.1
XR_002634051.1	9972017	9972480	NC_035785.1
XR_002633978.1	10273296	10274742	NC_035785.1
XR_002633977.1	10418639	10420254	NC_035785.1
XR_002633976.1	10441286	10466974	NC_035785.1
XR_002633733.1	10491505	10494131	NC_035785.1
XR_002634440.1	10507089	10509827	NC_035785.1
XR_002633746.1	10664335	10668997	NC_035785.1
XR_002633885.1	10697301	10701653	NC_035785.1
XR_002634072.1	10714585	10722444	NC_035785.1
XR_002634328.1	10809684	10813936	NC_035785.1
XR_002633739.1	10874121	10879125	NC_035785.1
XR_002634368.1	10939344	10940753	NC_035785.1
XR_002634363.1	10965083	10966413	NC_035785.1
XR_002634364.1	10981447	10982981	NC_035785.1
XR_002634366.1	10987147	11028325	NC_035785.1
XR_002634365.1	11029209	11036729	NC_035785.1
XR_002634041.1	11050877	11051306	NC_035785.1
XR_002634281.1	11057312	11059237	NC_035785.1
XR_002634064.1	11199500	11203147	NC_035785.1
XR_002634063.1	11256156	11264730	NC_035785.1
XR_002634274.1	11646506	11647443	NC_035785.1
XR_002634226.1	11702783	11704941	NC_035785.1
